TICKET,TYPE,MARKET,UNITS,PRICE,PROFIT (AUD),BALANCE,DATE/TIME
4387,Take Profit,AUD/USD,1512880,0.76583,296.2675,1079469.29,1/02/2021 23:39
4386,Order Cancelled,,,,,,1/02/2021 23:15
4385,Financing,,,,-6.6605,1079173.02,1/02/2021 23:15
4385,Buy Market,USD/CAD,641053,1.31408,-1720.7594,1079179.68,1/02/2021 23:15
4385,Financing,,,,-4.0336,1079173.02,1/02/2021 23:15
4385,Buy Market,USD/CAD,388169,1.31408,-1188.5954,1079177.05,1/02/2021 23:15
4383,Change Trade,,,1,,,1/02/2021 23:15
4382,Buy Market,AUD/USD,1512880,0.76568,,1082093.07,1/02/2021 23:15
4380,Financing,,,,-9.6113,1082093.07,1/02/2021 23:00
4380,Buy Market,USD/CAD,941351,1.31357,-2048.9576,1082102.68,1/02/2021 23:00
4378,Change Trade,,,1,,,1/02/2021 23:00
4377,Buy Market,AUD/USD,1379901,0.76618,,1084151.64,1/02/2021 23:00
4375,Financing,,,,0.108,1084151.64,1/02/2021 20:43
4375,Take Profit,AUD/USD,1205204,0.76556,220.3586,1084151.53,1/02/2021 20:43
4374,Financing,,,,0.5517,1083931.17,1/02/2021 20:43
4374,Take Profit,AUD/USD,1399261,0.76556,511.6796,1083930.62,1/02/2021 20:43
4373,Financing,,,,-6.9891,1083418.94,1/02/2021 20:30
4373,Buy Market,USD/CAD,819855,1.31566,-3485.5565,1083425.93,1/02/2021 20:30
4371,Change Trade,,,1,,,1/02/2021 20:30
4370,Buy Market,AUD/USD,1205204,0.76542,,1086911.48,1/02/2021 20:30
4368,Financing,,,,0.0806,1086911.48,1/02/2021 20:23
4368,Take Profit,AUD/USD,1503461,0.7653,314.2727,1086911.4,1/02/2021 20:23
4367,Order Cancelled,,,,,,1/02/2021 20:15
4366,Financing,,,,-5.1444,1086597.13,1/02/2021 20:15
4366,Buy Market,USD/CAD,615589,1.31602,-3167.7488,1086602.28,1/02/2021 20:15
4366,Financing,,,,-3.4599,1086597.13,1/02/2021 20:15
4366,Buy Market,USD/CAD,414095,1.31602,-1908.7458,1086600.59,1/02/2021 20:15
4364,Change Trade,,,1,,,1/02/2021 20:15
4363,Buy Market,AUD/USD,1503461,0.76514,,1091682.23,1/02/2021 20:15
4361,Financing,,,,0.0234,1091682.23,1/02/2021 20:02
4361,Take Profit,AUD/USD,1541223,0.76548,301.9519,1091682.21,1/02/2021 20:02
4360,Financing,,,,-8.6365,1091380.25,1/02/2021 20:00
4360,Buy Market,USD/CAD,1055177,1.31582,-5219.705,1091388.89,1/02/2021 20:00
4358,Change Trade,,,1,,,1/02/2021 20:00
4357,Buy Market,AUD/USD,1541223,0.76533,,1096608.6,1/02/2021 20:00
4355,Financing,,,,-7.5705,1096608.6,1/02/2021 19:45
4355,Buy Market,USD/CAD,944431,1.31595,-4793.6374,1096616.17,1/02/2021 19:45
4353,Change Trade,,,1,,,1/02/2021 19:45
4352,Buy Market,AUD/USD,1399261,0.76528,,1101409.8,1/02/2021 19:45
4350,Financing,,,,-88.1714,1101409.8,1/02/2021 19:42
4350,Take Profit,AUD/USD,3518715,0.76527,8230.4283,1101497.98,1/02/2021 19:42
4349,Financing,,,,-121.1488,1093267.55,1/02/2021 19:42
4349,Take Profit,AUD/USD,4835465,0.76536,11372.2131,1093388.7,1/02/2021 19:42
4348,Financing,,,,-107.4485,1082016.48,1/02/2021 19:42
4348,Take Profit,AUD/USD,4289476,0.7655,10254.3972,1082123.93,1/02/2021 19:42
4347,Financing,,,,-81.2737,1071869.53,1/02/2021 19:42
4347,Take Profit,AUD/USD,3244973,0.76559,7502.1907,1071950.81,1/02/2021 19:42
4346,Financing,,,,-6.7126,1064448.62,1/02/2021 12:10
4346,Take Profit,AUD/USD,916319,0.7673,1313.6334,1064455.33,1/02/2021 12:10
4345,Financing,,,,-5.9335,1063141.7,1/02/2021 11:47
4345,Take Profit,AUD/USD,996064,0.76784,1128.5889,1063147.63,1/02/2021 11:47
4344,Change Trade,,,1,,,1/02/2021 9:00
4343,Sell Market,USD/CAD,893815,1.31021,,1062019.04,1/02/2021 9:00
4341,Change Trade,,,1,,,1/02/2021 9:00
4340,Sell Market,AUD/USD,996064,0.76871,,1062019.04,1/02/2021 9:00
4338,Change Trade,,,1,,,1/02/2021 8:45
4337,Sell Market,USD/CAD,808761,1.31055,,1062019.04,1/02/2021 8:45
4335,Change Trade,,,1,,,1/02/2021 8:45
4334,Sell Market,AUD/USD,916319,0.7684,,1062019.04,1/02/2021 8:45
4332,Financing,,,,-293.5628,1062312.6,1/02/2021 8:00
4331,Financing,,,,-6.0658,1062312.6,1/02/2021 3:04
4331,Take Profit,USD/CAD,3851679,1.30922,9570.2448,1062318.67,1/02/2021 3:04
4330,Change Trade,,,1,,,1/02/2021 1:01
4329,Sell Market,USD/CAD,3402280,1.311,,1052748.42,1/02/2021 1:01
4327,Change Trade,,,1,,,1/02/2021 1:01
4326,Sell Market,AUD/USD,4289476,0.76733,,1052748.42,1/02/2021 1:01
4324,Change Trade,,,1,,,1/02/2021 0:45
4323,Sell Market,USD/CAD,3851679,1.31172,,1052748.42,1/02/2021 0:45
4321,Change Trade,,,1,,,1/02/2021 0:45
4320,Sell Market,AUD/USD,4835465,0.76716,,1052748.42,1/02/2021 0:45
4318,Change Trade,,,1,,,1/02/2021 0:30
4317,Sell Market,USD/CAD,2816354,1.31138,,1052748.42,1/02/2021 0:30
4315,Change Trade,,,1,,,1/02/2021 0:30
4314,Sell Market,AUD/USD,3518715,0.76706,,1052748.42,1/02/2021 0:30
4312,Change Trade,,,1,,,1/02/2021 0:16
4311,Sell Market,USD/CAD,2615197,1.31084,,1052748.42,1/02/2021 0:16
4309,Change Trade,,,1,,,1/02/2021 0:16
4308,Sell Market,AUD/USD,3244973,0.76736,,1052748.42,1/02/2021 0:16
4306,Order Cancelled,,,,,,1/02/2020 23:46
4305,Order Cancelled,,,,,,1/02/2020 23:46
4304,Financing,,,,-2.1255,1052748.42,1/02/2020 23:46
4304,Sell Market,USD/CAD,5004000,1.31037,-995.7515,1052750.55,1/02/2020 23:46
4304,Financing,,,,-0.622,1052748.42,1/02/2020 23:46
4304,Sell Market,USD/CAD,2693460,1.31037,-1581.1251,1052749.05,1/02/2020 23:46
4302,Order Cancelled,,,,,,1/02/2020 23:46
4301,Order Cancelled,,,,,,1/02/2020 23:46
4300,Financing,,,,1.5369,1055328.05,1/02/2020 23:46
4300,Sell Market,AUD/USD,7418013,0.76696,-1740.9543,1055326.51,1/02/2020 23:46
4300,Financing,,,,0.3897,1055328.05,1/02/2020 23:46
4300,Sell Market,AUD/USD,3458478,0.76696,631.1914,1055327.66,1/02/2020 23:46
