symbol,date,act_log_ret,model_h2,mean_log_ret,vol_log_ret,accuracy_model_h2
WMT,12/31/2015,0.003,-0.023,0.028,-0.006,0.044
WMT,1/4/2016,0.01,0.012,0.028,-0.006,0.522
WMT,1/5/2016,0.035,0.003,0.028,-0.006,0.761
WMT,1/6/2016,0.031,-0.003,0.028,-0.006,0.381
WMT,1/7/2016,0.053,0,0.028,-0.006,0.44
WMT,1/8/2016,0.036,0,0.028,-0.006,0.47
WMT,1/11/2016,0.044,0.01,0.028,-0.006,0.735
WMT,1/12/2016,0.011,0.001,0.028,-0.006,0.868
WMT,1/13/2016,-0.026,-0.004,0.028,-0.006,0.934
WMT,1/14/2016,-0.031,-0.003,0.028,-0.006,0.967
WMT,1/15/2016,-0.026,-0.003,0.028,-0.006,0.983
WMT,1/19/2016,-0.026,-0.013,0.028,-0.006,0.992
WMT,1/20/2016,-0.045,-0.009,0.028,-0.006,0.996
WMT,1/21/2016,-0.001,0.027,0.028,-0.006,0.498
WMT,1/22/2016,-0.006,0.006,0.028,-0.006,0.249
WMT,1/25/2016,0.024,0.012,0.028,-0.006,0.624
WMT,1/26/2016,0.023,0.009,0.028,-0.006,0.812
WMT,1/27/2016,0.05,0.005,0.028,-0.006,0.906
WMT,1/28/2016,0.037,-0.005,0.029,-0.006,0.453
WMT,1/29/2016,0.057,-0.013,0.029,-0.005,0.227
WMT,2/1/2016,0.062,0.015,0.029,-0.005,0.613
WMT,2/2/2016,0.044,0.012,0.029,-0.005,0.807
WMT,2/3/2016,0.036,0.004,0.029,-0.005,0.903
WMT,2/4/2016,0.034,0.006,0.029,-0.005,0.952
WMT,2/5/2016,0.01,-0.011,0.029,-0.005,0.476
WMT,2/8/2016,-0.009,-0.016,0.029,-0.005,0.738
WMT,2/9/2016,-0.016,-0.018,0.029,-0.005,0.869
WMT,2/10/2016,-0.007,-0.007,0.029,-0.005,0.934
WMT,2/11/2016,-0.017,-0.014,0.029,-0.005,0.967
WMT,2/12/2016,-0.012,-0.015,0.029,-0.005,0.984
WMT,2/16/2016,-0.015,-0.007,0.029,-0.005,0.992
WMT,2/17/2016,0.005,-0.003,0.029,-0.005,0.496
WMT,2/18/2016,-0.026,-0.004,0.029,-0.005,0.748
WMT,2/19/2016,-0.01,0.01,0.029,-0.005,0.374
WMT,2/22/2016,-0.008,0.004,0.029,-0.005,0.187
WMT,2/23/2016,0.009,0,0.029,-0.004,0.593
WMT,2/24/2016,0.015,-0.001,0.029,-0.004,0.297
WMT,2/25/2016,0.059,0.04,0.03,-0.004,0.648
WMT,2/26/2016,0.028,0.047,0.03,-0.004,0.824
WMT,2/29/2016,0.011,0.033,0.03,-0.004,0.912
WMT,3/1/2016,0,-0.014,0.03,-0.004,0.706
WMT,3/2/2016,-0.014,-0.01,0.03,-0.004,0.853
WMT,3/3/2016,-0.028,-0.013,0.03,-0.004,0.927
WMT,3/4/2016,0.004,-0.009,0.03,-0.004,0.463
WMT,3/7/2016,0.023,0.025,0.03,-0.004,0.732
WMT,3/8/2016,0.023,0.016,0.03,-0.004,0.866
WMT,3/9/2016,0.027,0.014,0.03,-0.003,0.933
WMT,3/10/2016,0.026,0.014,0.03,-0.003,0.966
WMT,3/11/2016,0.013,0.003,0.03,-0.003,0.983
WMT,3/14/2016,0,-0.004,0.03,-0.003,0.742
WMT,3/15/2016,0.008,-0.003,0.03,-0.003,0.371
WMT,3/16/2016,0.007,0.001,0.03,-0.003,0.685
WMT,3/17/2016,0.001,0.001,0.03,-0.003,0.843
WMT,3/18/2016,-0.003,-0.001,0.03,-0.003,0.921
WMT,3/21/2016,0.009,-0.009,0.03,-0.003,0.461
WMT,3/22/2016,-0.003,-0.011,0.03,-0.003,0.73
WMT,3/23/2016,-0.008,-0.019,0.03,-0.003,0.865
WMT,3/24/2016,0.008,-0.02,0.03,-0.003,0.433
WMT,3/28/2016,0.017,-0.006,0.03,-0.003,0.216
WMT,3/29/2016,0.001,0,0.03,-0.003,0.608
WMT,3/30/2016,0.014,0.004,0.03,-0.003,0.804
WMT,3/31/2016,0.015,0,0.03,-0.003,0.902
WMT,4/1/2016,0.015,-0.005,0.03,-0.003,0.451
WMT,4/4/2016,0.014,-0.009,0.03,-0.003,0.226
WMT,4/5/2016,0.009,-0.007,0.03,-0.003,0.113
WMT,4/6/2016,0.003,-0.019,0.03,-0.003,0.056
WMT,4/7/2016,-0.004,-0.04,0.03,-0.003,0.528
WMT,4/8/2016,-0.015,-0.022,0.03,-0.003,0.764
WMT,4/11/2016,-0.025,-0.009,0.03,-0.003,0.882
WMT,4/12/2016,0.002,0,0.03,-0.003,0.441
WMT,4/13/2016,0.002,-0.006,0.03,-0.003,0.221
WMT,4/14/2016,0.008,0.007,0.03,-0.002,0.61
WMT,4/15/2016,0.015,0.007,0.03,-0.002,0.805
WMT,4/18/2016,0.036,0.007,0.03,-0.002,0.903
WMT,4/19/2016,0.014,0.006,0.03,-0.002,0.951
WMT,4/20/2016,0.001,0,0.03,-0.002,0.476
WMT,4/21/2016,-0.005,0.003,0.03,-0.002,0.238
WMT,4/22/2016,-0.005,-0.001,0.03,-0.002,0.619
WMT,4/25/2016,-0.006,-0.01,0.03,-0.002,0.809
WMT,4/26/2016,-0.007,-0.011,0.03,-0.002,0.905
WMT,4/27/2016,0.003,-0.005,0.03,-0.002,0.452
WMT,4/28/2016,0.006,0.001,0.03,-0.002,0.726
WMT,4/29/2016,-0.027,0.005,0.03,-0.002,0.363
VZ,1/2/2015,-0.015,-0.003,0.02,0,0.625
VZ,1/5/2015,-0.027,-0.012,0.02,0,0.812
VZ,1/6/2015,-0.011,-0.007,0.02,0,0.906
VZ,1/7/2015,-0.013,-0.009,0.02,0,0.953
VZ,1/8/2015,0.02,-0.008,0.02,0,0.477
VZ,1/9/2015,0.008,-0.004,0.02,0,0.238
VZ,1/12/2015,0.023,0.018,0.02,0.001,0.619
VZ,1/13/2015,0.015,0.017,0.02,0.001,0.81
VZ,1/14/2015,0.017,0.016,0.02,0.001,0.905
VZ,1/15/2015,-0.002,0.008,0.02,0.001,0.452
VZ,1/16/2015,0.026,0.018,0.02,0.001,0.726
VZ,1/20/2015,0.023,0.012,0.02,0.001,0.863
VZ,1/21/2015,0.022,0.005,0.02,0.001,0.932
VZ,1/22/2015,0.017,0.003,0.02,0.001,0.966
VZ,1/23/2015,0.001,-0.003,0.02,0.001,0.483
VZ,1/26/2015,-0.022,-0.025,0.02,0.001,0.741
VZ,1/27/2015,-0.039,-0.029,0.02,0.001,0.871
VZ,1/28/2015,-0.047,-0.039,0.02,0.001,0.935
VZ,1/29/2015,-0.036,-0.042,0.02,0,0.968
VZ,1/30/2015,-0.031,-0.036,0.02,0,0.984
VZ,2/2/2015,0,-0.002,0.02,0,0.742
VZ,2/3/2015,0.031,0.005,0.02,0.001,0.871
VZ,2/4/2015,0.037,0.004,0.02,0.001,0.935
VZ,2/5/2015,0.037,0.012,0.021,0.001,0.968
VZ,2/6/2015,0.076,0.022,0.021,0.001,0.984
VZ,2/9/2015,0.044,0.018,0.021,0.002,0.992
VZ,2/10/2015,0.035,0.015,0.021,0.002,0.996
VZ,2/11/2015,0.041,0.012,0.021,0.002,0.998
VZ,2/12/2015,0.034,0.006,0.022,0.002,0.999
VZ,2/13/2015,0,0.009,0.022,0.002,0.749
VZ,2/17/2015,0.002,0.007,0.021,0.002,0.875
VZ,2/18/2015,-0.012,0.002,0.021,0.002,0.437
VZ,2/19/2015,-0.018,0.002,0.022,0.002,0.219
VZ,2/20/2015,-0.011,-0.002,0.022,0.002,0.609
VZ,2/23/2015,-0.011,-0.006,0.022,0.002,0.805
VZ,2/24/2015,0.001,-0.008,0.022,0.002,0.402
VZ,2/25/2015,0.005,-0.01,0.022,0.002,0.201
VZ,2/26/2015,0.009,-0.011,0.022,0.002,0.101
VZ,2/27/2015,0.01,-0.012,0.021,0.002,0.05
VZ,3/2/2015,0.014,0,0.021,0.002,0.025
VZ,3/3/2015,0.007,-0.001,0.021,0.002,0.013
VZ,3/4/2015,-0.003,-0.003,0.021,0.002,0.506
VZ,3/5/2015,-0.009,-0.011,0.021,0.002,0.753
VZ,3/6/2015,-0.024,-0.01,0.021,0.002,0.877
VZ,3/9/2015,-0.025,-0.01,0.021,0.002,0.938
VZ,3/10/2015,-0.042,-0.009,0.022,0.001,0.969
VZ,3/11/2015,-0.029,-0.011,0.022,0.001,0.985
VZ,3/12/2015,-0.004,-0.008,0.021,0.002,0.992
VZ,3/13/2015,0.011,0.004,0.021,0.002,0.996
VZ,3/16/2015,0.021,0.003,0.021,0.002,0.998
VZ,3/17/2015,0.03,0.022,0.022,0.002,0.999
VZ,3/18/2015,0.038,0.025,0.022,0.002,1
VZ,3/19/2015,0.012,0.012,0.022,0.002,1
VZ,3/20/2015,0.015,0.011,0.022,0.002,1
VZ,3/23/2015,0.007,0.002,0.022,0.002,1
VZ,3/24/2015,0.009,0.008,0.022,0.002,1
VZ,3/25/2015,-0.016,0.003,0.022,0.002,0.5
VZ,3/26/2015,-0.018,0.003,0.022,0.002,0.25
VZ,3/27/2015,-0.02,-0.004,0.022,0.002,0.625
VZ,3/30/2015,-0.011,-0.006,0.022,0.001,0.812
VZ,3/31/2015,-0.016,-0.01,0.022,0.001,0.906
VZ,4/1/2015,0.004,-0.002,0.022,0.001,0.453
VZ,4/2/2015,0.021,-0.013,0.022,0.001,0.227
VZ,4/6/2015,0.022,0.006,0.022,0.001,0.613
VZ,4/7/2015,0.003,-0.006,0.022,0.001,0.307
VZ,4/8/2015,0.021,0.014,0.022,0.001,0.653
VZ,4/9/2015,0.013,0.018,0.022,0.001,0.827
VZ,4/10/2015,0.006,0.009,0.022,0.001,0.913
VZ,4/13/2015,-0.001,0,0.022,0.001,0.457
VZ,4/14/2015,0.009,0.006,0.022,0.002,0.728
VZ,4/15/2015,0.005,-0.004,0.022,0.002,0.364
VZ,4/16/2015,0.005,-0.007,0.022,0.002,0.182
VZ,4/17/2015,-0.007,-0.013,0.022,0.002,0.591
VZ,4/20/2015,0.007,-0.009,0.022,0.002,0.296
VZ,4/21/2015,0,0.004,0.022,0.002,0.398
VZ,4/22/2015,0.004,-0.001,0.022,0.002,0.199
VZ,4/23/2015,0.016,0.001,0.021,0.002,0.599
VZ,4/24/2015,0.023,0.015,0.021,0.002,0.8
VZ,4/27/2015,0.014,-0.003,0.021,0.002,0.4
VZ,4/28/2015,0.028,0.004,0.021,0.002,0.7
VZ,4/29/2015,0.018,-0.025,0.021,0.002,0.35
VZ,4/30/2015,0.008,-0.023,0.021,0.002,0.175
VZ,5/1/2015,0.008,-0.014,0.021,0.002,0.087
VZ,5/4/2015,0.009,-0.014,0.021,0.002,0.044
VZ,5/5/2015,-0.009,-0.042,0.021,0.002,0.522
VZ,5/6/2015,-0.017,-0.02,0.021,0.002,0.761
VZ,5/7/2015,-0.014,-0.006,0.021,0.002,0.88
VZ,5/8/2015,-0.005,-0.005,0.021,0.002,0.94
VZ,5/11/2015,-0.014,-0.001,0.021,0.002,0.97
VZ,5/12/2015,-0.009,0.009,0.021,0.002,0.485
VZ,5/13/2015,0.002,0.006,0.021,0.002,0.743
VZ,5/14/2015,0.005,0.009,0.021,0.002,0.871
VZ,5/15/2015,-0.007,-0.003,0.021,0.001,0.936
VZ,5/18/2015,-0.004,0,0.021,0.001,0.968
VZ,5/19/2015,-0.001,0,0.021,0.001,0.484
VZ,5/20/2015,-0.001,-0.005,0.021,0.001,0.742
VZ,5/21/2015,-0.001,-0.015,0.021,0.001,0.871
VZ,5/22/2015,-0.004,0.004,0.021,0.001,0.435
VZ,5/26/2015,-0.004,0.002,0.021,0.001,0.218
VZ,5/27/2015,0,0.008,0.021,0.001,0.359
VZ,5/28/2015,-0.003,0.007,0.021,0.001,0.179
VZ,5/29/2015,-0.009,0.004,0.021,0.001,0.09
VZ,6/1/2015,-0.008,-0.021,0.021,0.001,0.545
VZ,6/2/2015,-0.006,-0.008,0.021,0.001,0.772
VZ,6/3/2015,-0.01,-0.015,0.021,0.001,0.886
VZ,6/4/2015,-0.03,-0.004,0.021,0.001,0.943
VZ,6/5/2015,-0.046,-0.002,0.021,0.001,0.972
VZ,6/8/2015,-0.037,-0.005,0.021,0,0.986
VZ,6/9/2015,-0.037,-0.007,0.021,0,0.993
VZ,6/10/2015,-0.033,-0.006,0.022,0,0.996
VZ,6/11/2015,-0.007,0,0.022,0,0.998
VZ,6/12/2015,0,0.001,0.022,0,0.749
VZ,6/15/2015,-0.009,0.004,0.022,0,0.375
VZ,6/16/2015,0.002,0.003,0.022,0,0.687
VZ,6/17/2015,-0.004,-0.003,0.022,0,0.844
VZ,6/18/2015,0,0,0.022,0,0.672
VZ,6/19/2015,0.004,0.008,0.022,0,0.836
VZ,6/22/2015,0.011,0.008,0.022,0,0.918
VZ,6/23/2015,0.007,0.009,0.022,0,0.959
VZ,6/24/2015,0,0.013,0.022,0,0.729
VZ,6/25/2015,-0.007,0.004,0.022,0,0.365
VZ,6/26/2015,0.003,0.014,0.022,0,0.682
VZ,6/29/2015,-0.016,0.005,0.022,0,0.341
VZ,6/30/2015,-0.025,0.001,0.022,0,0.171
VZ,7/1/2015,-0.006,0,0.022,0,0.085
VZ,7/2/2015,-0.005,-0.005,0.022,0,0.543
VZ,7/6/2015,-0.012,-0.014,0.022,0,0.771
VZ,7/7/2015,0.01,0.006,0.022,0,0.886
VZ,7/8/2015,0.011,-0.001,0.022,0,0.443
VZ,7/9/2015,-0.004,-0.008,0.022,0,0.721
VZ,7/10/2015,0.007,-0.012,0.022,0,0.361
VZ,7/13/2015,0.015,-0.001,0.021,0,0.18
VZ,7/14/2015,0.015,-0.001,0.021,-0.001,0.09
VZ,7/15/2015,0.016,0.018,0.021,-0.001,0.545
VZ,7/16/2015,0.033,0.01,0.021,0,0.773
VZ,7/17/2015,0.012,0,0.021,0,0.386
VZ,7/20/2015,0.019,0.002,0.021,0,0.693
VZ,7/21/2015,-0.009,-0.001,0.021,0,0.847
VZ,7/22/2015,-0.019,-0.003,0.021,-0.001,0.923
VZ,7/23/2015,-0.031,-0.008,0.022,-0.001,0.962
VZ,7/24/2015,-0.033,-0.007,0.022,-0.001,0.981
VZ,7/27/2015,-0.048,-0.01,0.022,-0.001,0.99
VZ,7/28/2015,-0.023,-0.006,0.022,-0.001,0.995
VZ,7/29/2015,0.002,-0.002,0.022,-0.001,0.498
VZ,7/30/2015,0.007,0.002,0.022,-0.001,0.749
VZ,7/31/2015,0.016,0.013,0.022,-0.001,0.874
VZ,8/3/2015,0.025,0.023,0.022,-0.001,0.937
VZ,8/4/2015,0.017,0.021,0.021,0,0.969
VZ,8/5/2015,0.002,0.009,0.021,0,0.984
VZ,8/6/2015,-0.001,0.012,0.021,0,0.492
VZ,8/7/2015,-0.009,0.01,0.021,0,0.246
VZ,8/10/2015,0.006,0.01,0.021,0,0.623
VZ,8/11/2015,0.02,0.025,0.021,0,0.812
VZ,8/12/2015,0.026,0.013,0.021,0,0.906
VZ,8/13/2015,0.022,0.011,0.021,0,0.953
VZ,8/14/2015,0.024,0.011,0.021,0,0.976
VZ,8/17/2015,0.006,-0.008,0.021,0,0.488
VZ,8/18/2015,-0.003,-0.005,0.021,0,0.744
VZ,8/19/2015,-0.009,-0.011,0.021,0,0.872
VZ,8/20/2015,-0.016,-0.008,0.021,0,0.936
VZ,8/21/2015,-0.03,-0.016,0.021,0,0.968
VZ,8/24/2015,-0.06,-0.016,0.022,0,0.984
VZ,8/25/2015,-0.087,0.007,0.022,-0.001,0.492
VZ,8/26/2015,-0.049,0.003,0.023,-0.001,0.246
VZ,8/27/2015,-0.015,0.003,0.022,-0.001,0.123
VZ,8/28/2015,-0.001,0.009,0.022,-0.001,0.062
VZ,8/31/2015,0.028,0.018,0.023,-0.001,0.531
VZ,9/1/2015,0.032,0.049,0.023,-0.001,0.765
VZ,9/2/2015,0.004,0.048,0.023,-0.001,0.883
VZ,9/3/2015,-0.01,0.015,0.023,-0.001,0.441
VZ,9/4/2015,-0.028,0.01,0.023,-0.001,0.221
VZ,9/8/2015,-0.003,-0.003,0.023,-0.001,0.61
VZ,9/9/2015,0.011,-0.003,0.023,-0.001,0.305
VZ,9/10/2015,0.002,-0.008,0.023,-0.001,0.153
VZ,9/11/2015,0,-0.006,0.022,-0.001,0.326
VZ,9/14/2015,0.018,0.01,0.023,0,0.663
VZ,9/15/2015,0.011,0.003,0.023,0,0.832
VZ,9/16/2015,0.017,0.005,0.023,0,0.916
VZ,9/17/2015,-0.005,0.003,0.022,-0.001,0.458
VZ,9/18/2015,-0.026,0,0.022,-0.001,0.229
VZ,9/21/2015,-0.019,0.002,0.022,-0.001,0.114
VZ,9/22/2015,-0.043,-0.009,0.022,-0.001,0.557
VZ,9/23/2015,-0.049,-0.013,0.023,-0.001,0.779
VZ,9/24/2015,-0.026,-0.011,0.023,-0.001,0.889
VZ,9/25/2015,-0.008,-0.009,0.023,-0.001,0.945
VZ,9/28/2015,-0.024,-0.006,0.023,-0.002,0.972
VZ,9/29/2015,-0.02,0.013,0.023,-0.002,0.486
VZ,9/30/2015,-0.011,0.024,0.023,-0.002,0.243
VZ,10/1/2015,-0.026,-0.019,0.023,-0.002,0.622
VZ,10/2/2015,-0.032,-0.018,0.023,-0.002,0.811
VZ,10/5/2015,0.006,-0.005,0.023,-0.002,0.405
VZ,10/6/2015,0.012,0.005,0.023,-0.002,0.703
VZ,10/7/2015,0.021,0.012,0.023,-0.002,0.851
VZ,10/8/2015,0.042,0.023,0.023,-0.002,0.926
VZ,10/9/2015,0.043,0.02,0.023,-0.001,0.963
VZ,10/12/2015,0.02,0.014,0.023,-0.001,0.981
VZ,10/13/2015,0.02,0.01,0.023,-0.001,0.991
VZ,10/14/2015,0.003,0.004,0.023,-0.001,0.995
VZ,10/15/2015,0.01,0.003,0.023,-0.001,0.998
VZ,10/16/2015,0.012,0,0.023,-0.001,0.999
VZ,10/19/2015,0.009,-0.003,0.023,-0.001,0.499
VZ,10/20/2015,0.02,-0.005,0.023,-0.001,0.25
VZ,10/21/2015,0.02,0.003,0.023,-0.001,0.625
VZ,10/22/2015,0.027,0.002,0.023,-0.001,0.812
VZ,10/23/2015,0.032,0.001,0.023,0,0.906
VZ,10/26/2015,0.036,0.006,0.023,0,0.953
VZ,10/27/2015,0.02,-0.004,0.023,0,0.477
VZ,10/28/2015,0.035,0.006,0.023,0,0.738
VZ,10/29/2015,0.011,0.001,0.023,-0.001,0.869
VZ,10/30/2015,0.015,-0.007,0.023,-0.001,0.435
VZ,11/2/2015,0.009,0.011,0.023,-0.001,0.717
VZ,11/3/2015,0.006,0.013,0.023,-0.001,0.859
VZ,11/4/2015,-0.007,-0.003,0.023,-0.001,0.929
VZ,11/5/2015,-0.004,0.001,0.023,-0.001,0.465
VZ,11/6/2015,-0.024,-0.003,0.023,-0.001,0.732
VZ,11/9/2015,-0.032,-0.005,0.023,-0.001,0.866
VZ,11/10/2015,-0.029,0.001,0.023,-0.001,0.433
VZ,11/11/2015,-0.018,-0.002,0.023,-0.001,0.717
VZ,11/12/2015,-0.03,-0.001,0.023,-0.001,0.858
VZ,11/13/2015,-0.034,0,0.023,-0.002,0.429
VZ,11/16/2015,-0.006,0.006,0.023,-0.002,0.215
VZ,11/17/2015,0,0,0.023,-0.002,0.357
VZ,11/18/2015,0.001,-0.001,0.023,-0.002,0.179
VZ,11/19/2015,0.021,0.001,0.023,-0.001,0.589
VZ,11/20/2015,0.026,0.001,0.023,-0.001,0.795
VZ,11/23/2015,-0.001,-0.006,0.023,-0.001,0.897
VZ,11/24/2015,0.002,-0.001,0.023,-0.001,0.449
VZ,11/25/2015,-0.01,-0.006,0.023,-0.001,0.724
VZ,11/27/2015,-0.012,-0.009,0.023,-0.001,0.862
VZ,11/30/2015,0.001,-0.011,0.023,-0.001,0.431
VZ,12/1/2015,0.013,0.012,0.023,-0.001,0.716
VZ,12/2/2015,-0.006,0.009,0.023,-0.001,0.358
VZ,12/3/2015,-0.008,0.015,0.023,-0.001,0.179
VZ,12/4/2015,0.011,0.018,0.023,-0.001,0.589
VZ,12/7/2015,0.013,0.014,0.023,0,0.795
VZ,12/8/2015,0.003,0.005,0.023,0,0.897
VZ,12/9/2015,0.01,0.017,0.022,0,0.949
VZ,12/10/2015,0.017,0.017,0.022,0,0.974
VZ,12/11/2015,-0.02,-0.003,0.022,0.001,0.987
VZ,12/14/2015,-0.013,-0.01,0.021,0.001,0.994
VZ,12/15/2015,-0.003,-0.011,0.021,0.001,0.997
VZ,12/16/2015,0.025,-0.002,0.022,0.001,0.498
VZ,12/17/2015,0.017,-0.002,0.021,0.001,0.249
VZ,12/18/2015,0.016,0.015,0.021,0.001,0.625
VZ,12/21/2015,0.01,0.012,0.021,0,0.812
VZ,12/22/2015,0.017,0.006,0.021,0,0.906
VZ,12/23/2015,0.009,-0.013,0.021,0,0.453
VZ,12/24/2015,0.013,-0.009,0.021,0,0.227
VZ,12/28/2015,0.026,-0.005,0.021,0,0.113
VZ,12/29/2015,0.028,-0.013,0.021,0.001,0.057
VZ,12/30/2015,0.009,-0.023,0.021,0.001,0.028
VZ,12/31/2015,-0.016,-0.032,0.021,0.001,0.514
VZ,1/4/2016,-0.018,0.004,0.021,0.001,0.257
VZ,1/5/2016,-0.005,-0.006,0.021,0.001,0.629
VZ,1/6/2016,-0.024,-0.012,0.021,0.001,0.814
VZ,1/7/2016,-0.02,-0.022,0.021,0.001,0.907
VZ,1/8/2016,-0.018,-0.017,0.021,0,0.954
VZ,1/11/2016,-0.005,-0.002,0.021,0,0.977
VZ,1/12/2016,-0.022,-0.017,0.021,0,0.988
VZ,1/13/2016,-0.031,-0.007,0.021,0,0.994
VZ,1/14/2016,-0.009,-0.002,0.021,0,0.997
VZ,1/15/2016,-0.009,0.004,0.021,0,0.499
VZ,1/19/2016,-0.005,0.003,0.021,0,0.249
VZ,1/20/2016,-0.011,0.005,0.021,0,0.125
VZ,1/21/2016,0.038,0.013,0.021,0,0.562
VZ,1/22/2016,0.047,0.013,0.021,0,0.781
VZ,1/25/2016,0.057,0.016,0.022,0,0.891
VZ,1/26/2016,0.073,0.013,0.022,0.001,0.945
VZ,1/27/2016,0.099,0.014,0.023,0.001,0.973
VZ,1/28/2016,0.066,-0.009,0.023,0.002,0.486
VZ,1/29/2016,0.06,-0.026,0.023,0.002,0.243
VZ,2/1/2016,0.076,0.041,0.024,0.002,0.622
VZ,2/2/2016,0.034,0.029,0.024,0.002,0.811
VZ,2/3/2016,0.032,0.027,0.023,0.002,0.905
VZ,2/4/2016,0.029,0.028,0.023,0.002,0.953
VZ,2/5/2016,0.02,0.012,0.023,0.002,0.976
VZ,2/8/2016,0,-0.001,0.023,0.002,0.738
VZ,2/9/2016,0.005,0.004,0.023,0.002,0.869
VZ,2/10/2016,-0.013,0.003,0.023,0.001,0.435
VZ,2/11/2016,-0.021,-0.009,0.023,0.001,0.717
VZ,2/12/2016,-0.017,-0.017,0.023,0.001,0.859
VZ,2/16/2016,-0.01,-0.018,0.023,0.001,0.929
VZ,2/17/2016,0.003,-0.011,0.023,0.001,0.465
VZ,2/18/2016,0.019,-0.003,0.023,0.001,0.232
VZ,2/19/2016,0.029,0.01,0.023,0.002,0.616
VZ,2/22/2016,0.019,0.003,0.023,0.002,0.808
VZ,2/23/2016,0.008,0.003,0.023,0.002,0.904
VZ,2/24/2016,0.01,0.004,0.023,0.002,0.952
VZ,2/25/2016,0.003,0.004,0.023,0.002,0.976
VZ,2/26/2016,0.003,0.006,0.023,0.002,0.988
VZ,2/29/2016,-0.007,0.006,0.023,0.002,0.494
VZ,3/1/2016,0.016,0.02,0.023,0.002,0.747
VZ,3/2/2016,0.025,0.014,0.023,0.002,0.874
VZ,3/3/2016,0.015,0.004,0.023,0.002,0.937
VZ,3/4/2016,0.015,0.012,0.023,0.002,0.968
VZ,3/7/2016,0.029,0.029,0.023,0.002,0.984
VZ,3/8/2016,0.019,0.025,0.023,0.003,0.992
VZ,3/9/2016,0.004,0.013,0.023,0.003,0.996
VZ,3/10/2016,0.008,0.01,0.023,0.003,0.998
VZ,3/11/2016,0.014,0.002,0.023,0.003,0.999
VZ,3/14/2016,0.006,-0.002,0.022,0.002,0.5
VZ,3/15/2016,0.004,0.001,0.022,0.002,0.75
VZ,3/16/2016,0.016,0.002,0.022,0.002,0.875
VZ,3/17/2016,0.025,0.003,0.022,0.002,0.937
VZ,3/18/2016,0.013,0.001,0.022,0.002,0.969
VZ,3/21/2016,0.017,0.004,0.022,0.002,0.984
VZ,3/22/2016,0.01,0.009,0.022,0.003,0.992
VZ,3/23/2016,-0.006,-0.005,0.022,0.003,0.996
VZ,3/24/2016,-0.001,-0.015,0.022,0.003,0.998
VZ,3/28/2016,0.003,-0.003,0.022,0.003,0.499
VZ,3/29/2016,0.011,-0.001,0.022,0.003,0.25
VZ,3/30/2016,0.015,0.004,0.022,0.003,0.625
VZ,3/31/2016,0.022,0.014,0.022,0.003,0.812
VZ,4/1/2016,0.008,-0.002,0.022,0.003,0.406
VZ,4/4/2016,0.019,0,0.022,0.003,0.203
VZ,4/5/2016,0.001,-0.001,0.022,0.003,0.102
VZ,4/6/2016,0.001,0.001,0.022,0.003,0.551
VZ,4/7/2016,-0.029,-0.009,0.022,0.003,0.775
VZ,4/8/2016,-0.024,-0.007,0.022,0.002,0.888
VZ,4/11/2016,-0.043,-0.009,0.023,0.002,0.944
VZ,4/12/2016,-0.03,-0.005,0.023,0.002,0.972
VZ,4/13/2016,-0.043,-0.01,0.023,0.002,0.986
VZ,4/14/2016,-0.012,-0.001,0.023,0.002,0.993
VZ,4/15/2016,-0.016,0.012,0.023,0.002,0.496
VZ,4/18/2016,0.002,0,0.023,0.002,0.748
VZ,4/19/2016,0.002,0.001,0.023,0.002,0.874
VZ,4/20/2016,0.009,0.007,0.023,0.002,0.937
VZ,4/21/2016,-0.026,0.006,0.023,0.002,0.469
VZ,4/22/2016,-0.016,0.008,0.023,0.001,0.234
VZ,4/25/2016,-0.019,0.014,0.023,0.001,0.117
VZ,4/26/2016,-0.032,0.01,0.023,0.001,0.059
VZ,4/27/2016,-0.001,0.014,0.023,0.001,0.029
VZ,4/28/2016,0.02,0.005,0.023,0.001,0.515
VZ,4/29/2016,0.008,0.006,0.023,0.001,0.757
CVX,1/2/2015,-0.008,0.019,0.028,-0.001,0.249
CVX,1/5/2015,-0.047,0.011,0.029,-0.001,0.125
CVX,1/6/2015,-0.048,0.007,0.029,-0.002,0.062
CVX,1/7/2015,-0.047,0.002,0.029,-0.002,0.031
CVX,1/8/2015,-0.016,-0.009,0.029,-0.002,0.516
CVX,1/9/2015,-0.04,-0.018,0.029,-0.002,0.758
CVX,1/12/2015,-0.021,0.007,0.029,-0.002,0.379
CVX,1/13/2015,-0.036,0.007,0.029,-0.002,0.189
CVX,1/14/2015,-0.038,0.003,0.029,-0.002,0.095
CVX,1/15/2015,-0.073,-0.002,0.029,-0.002,0.547
CVX,1/16/2015,-0.029,0.011,0.029,-0.002,0.274
CVX,1/20/2015,0.006,-0.005,0.029,-0.002,0.137
CVX,1/21/2015,0.037,0.001,0.029,-0.002,0.568
CVX,1/22/2015,0.047,0.011,0.029,-0.002,0.784
CVX,1/23/2015,0.04,0.015,0.029,-0.001,0.892
CVX,1/26/2015,0.035,0.008,0.029,-0.001,0.946
CVX,1/27/2015,0.017,-0.01,0.029,-0.001,0.473
CVX,1/28/2015,-0.042,-0.059,0.029,-0.001,0.737
CVX,1/29/2015,-0.056,-0.101,0.03,-0.001,0.868
CVX,1/30/2015,-0.041,-0.056,0.03,-0.001,0.934
CVX,2/2/2015,-0.026,-0.027,0.029,-0.001,0.967
CVX,2/3/2015,0.012,-0.012,0.029,-0.001,0.484
